4K频道,#genre#
CCTV10_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000026367/ystenlive/index.m3u8
CCTV11_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031106/bestzb/index.m3u8
CCTV11_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265011/ystenlive/index.m3u8
CCTV11_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040011/bestzb/index.m3u8
CCTV11_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000019789/ystenlive/index.m3u8
CCTV12_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000022586/wasusyt/index.m3u8
CCTV12_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000032494/ystenlive/index.m3u8
CCTV12_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031107/bestzb/index.m3u8
CCTV12_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265012/ystenlive/index.m3u8
CCTV12_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000001640/ystenlive/index.m3u8
CCTV12_4M540_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040012/bestzb/index.m3u8
CCTV13_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031108/bestzb/index.m3u8
CCTV13_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000005000001827/bestzb/index.m3u8
CCTV13_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000021303/ystenlive/index.m3u8
CCTV14_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000006673/bestzb/index.m3u8
CCTV14_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000013647/wasusyt/index.m3u8
CCTV14_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000008170/ystenlive/index.m3u8
CCTV14_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265013/ystenlive/index.m3u8
CCTV14_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000023358/bestzb/index.m3u8
CCTV14_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000021349/ystenlive/index.m3u8
CCTV15_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031109/bestzb/index.m3u8
CCTV15_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265014/ystenlive/index.m3u8
CCTV15_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000008163/ystenlive/index.m3u8
CCTV16_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000006000233002/ystenlive/index.m3u8
CCTV16_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000008000023253/bestzb/index.m3u8
CCTV16_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000006000233001/ystenlive/index.m3u8
CCTV17_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000006000268004/ystenlive/index.m3u8
CCTV17_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265015/ystenlive/index.m3u8
CCTV17_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000056836/ystenlive/index.m3u8
CCTV1,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPpqgHe3PQ5GNQoO-yUgA8C%2CEND
CCTV3,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E_6GNVcVOz9Xub8CclyMRUg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOIR_8g_qYRqpV5wTQqRILi%2CEND
CCTV4,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226470/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0wP1dRMt9qCzHdvA65wh1w%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMcuN2HH7RLPyPHWOUWhSMk%2CEND
CCTV4,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV5,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErKwB8Qqtvssoy-K7GEgesQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOIR_8g_qYRqpV5wTQqRILi%2CEND
CCTV5+,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226458/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Em70vyfVI_MkrcLYjHWnqOA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNlS0O1LA8iGydXPYujpRue%2CEND
CCTV5+,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EevWZ0zmguDsOY_Mf3SM5TA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV6,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226453/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex56LEwufYqPdJkUNYhbNCw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOH2PzEhAK60LI_FWtVxfVS%2CEND
CCTV7,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EutDC7HLJc_gC0YdIDr7oig%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPOHuulzlCcw92vP3vgYa4n%2CEND
CCTV8,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226451/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EO_1NY-UghfdG_S28Bf_FPw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO1anuaDcpMt0_BMig72trX%2CEND
CCTV10,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EzhRgoBfyoaW0eC2lnTJYAQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOxqyo6ss4VuHKCaIhF4e3B%2CEND
CCTV-11Ϸ��,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0RcQQbNseiHvFO8XWf466A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV11,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226448/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eqfhzy1ZrFZrYrATDOB991A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOu522yjh6D1Z_dApuOt9eE%2CEND
CCTV12,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2knJCFLHz_HqfBZXNGeA1A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMIlZ5z7o_ym15iMooogSvj%2CEND
CCTV-13����,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV13,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226446/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EU-IJJyzlYeEElWsacI4JKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMT7DWkynQtRPzNDJCOY_C_%2CEND
CCTV14,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ey_UgKg-_uoDiTW1MNHptPg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNLabf3bHEXv4444iiOs_Px%2CEND
CCTV15,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EWyklhmFh7oMx-lG1tNUcSQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV15,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EFQ8BWVFffGkwLTLNv7CwFQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM7I2coCeiP5K0pSIMZqcUB%2CEND
CCTV16,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EX9goLRw26BM_r54des2PAw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPt5W7-RovMDpE-7B-0PhHw%2CEND
CCTV17,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226442/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EtihRNVe_x2y1Lgi_XWYeNw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOl8OnsD1vPD0mhNmo98J3J%2CEND
卫视,#genre#
安徽卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000009954/wasusyt/index.m3u8
安徽卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000030159/ystenlive/index.m3u8
安徽卫视_7.5M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000023002/bestzb/index.m3u8
安徽卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265025/ystenlive/index.m3u8
安徽卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000001000027288/bestzb/index.m3u8
安徽卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000020780/ystenlive/index.m3u8
北京卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000020451/wasusyt/index.m3u8
北京卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000021288/ystenlive/index.m3u8
北京卫视_7.5M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000031556/bestzb/index.m3u8
北京卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265027/ystenlive/index.m3u8
北京卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000011502/bestzb/index.m3u8
北京卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000017156/ystenlive/index.m3u8
兵团卫视_4M576_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000266005/ystenlive/index.m3u8
兵团卫视_4M540_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040020/bestzb/index.m3u8
福建东南卫视_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000010584/bestzb/index.m3u8
福建东南卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265033/ystenlive/index.m3u8
福建东南卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000001000005829/bestzb/index.m3u8
福建东南卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000009263/ystenlive/index.m3u8
甘肃卫视_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031121/bestzb/index.m3u8
甘肃卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000017827/ystenlive/index.m3u8
甘肃卫视_4M540_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040021/bestzb/index.m3u8
广东大湾区卫视_4M576_湖南bblive,http://frp.goodtimektv.top:50001/TVOD/2000000003000000045/hnbblive/index.m3u8
广东大湾区卫视_4M576_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000011619/ystenlive/index.m3u8
广东卫视_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000014694/bestzb/index.m3u8
广东卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000031076/wasusyt/index.m3u8
广东卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000014176/ystenlive/index.m3u8
广东卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265034/ystenlive/index.m3u8
广东卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000030417/bestzb/index.m3u8
广东卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000028357/ystenlive/index.m3u8
广西卫视_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031118/bestzb/index.m3u8
广西卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000019837/ystenlive/index.m3u8
广西卫视_4M540_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040014/bestzb/index.m3u8
贵州卫视_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000025843/bestzb/index.m3u8
贵州卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000003169/ystenlive/index.m3u8
海南卫视_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000006211/bestzb/index.m3u8
海南卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000023773/ystenlive/index.m3u8
河北卫视_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040016/bestzb/index.m3u8
河北卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000017118/ystenlive/index.m3u8
河南卫视_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031119/bestzb/index.m3u8
河南卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000027731/ystenlive/index.m3u8
河南卫视_4M720_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000005000017925/bestzb/index.m3u8
黑龙江卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000016510/wasusyt/index.m3u8
黑龙江卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000001925/ystenlive/index.m3u8
黑龙江卫视_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000025203/bestzb/index.m3u8
黑龙江卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265029/ystenlive/index.m3u8
黑龙江卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000031107/bestzb/index.m3u8
黑龙江卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000009082/ystenlive/index.m3u8
湖北卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000015436/wasusyt/index.m3u8
湖北卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000024621/ystenlive/index.m3u8
湖北卫视_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000014954/bestzb/index.m3u8
湖北卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265023/ystenlive/index.m3u8
湖北卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000022140/bestzb/index.m3u8
湖北卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000010355/ystenlive/index.m3u8
湖南卫视_8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000006692/bestzb/index.m3u8
湖南卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000018044/wasusyt/index.m3u8
湖南卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000032695/ystenlive/index.m3u8
湖南卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265024/ystenlive/index.m3u8
湖南卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000030452/bestzb/index.m3u8
湖南卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000009115/ystenlive/index.m3u8
吉林卫视_6.8M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000011000031117/bestzb/index.m3u8
吉林卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000002000027730/ystenlive/index.m3u8
吉林卫视_4M540_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000006000040013/bestzb/index.m3u8
吉林延边卫视_4M576_湖南bblive,http://frp.goodtimektv.top:50001/TVOD/2000000003000000049/hnbblive/index.m3u8
吉林延边卫视_4M576_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000266008/ystenlive/index.m3u8
江苏卫视_8M1080_华数,http://frp.goodtimektv.top:50001/TVOD/6000000001000014861/wasusyt/index.m3u8
江苏卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000001828/ystenlive/index.m3u8
江苏卫视_7.5M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000004000019351/bestzb/index.m3u8
江苏卫视_5.5M1080HEVC_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000005000265030/ystenlive/index.m3u8
江苏卫视_4M1080_百视通,http://frp.goodtimektv.top:50001/TVOD/5000000010000018509/bestzb/index.m3u8
江苏卫视_4M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000001000004684/ystenlive/index.m3u8
江西卫视_8M1080_易视腾,http://frp.goodtimektv.top:50001/TVOD/1000000006000268001/ystenlive/index.m3u8
