💢央视,#genre#
五朵金花片,http://uptt.gcwduoduo.com/v/230726/34379cfdc58e35f69fdfee1ec4bf4ba0.mp4
电影地雷战,http://uptt.gcwduoduo.com/webup/220922/a23e6f15b5fad43540c83260dc58006a.mp4
小兵张嘎片,http://uptt.gcwduoduo.com/v/210223/d771cbe46f9812249ed14b6153f37f8c.mp4
闪闪的红星,http://uptt.gcwduoduo.com/webup/231227/727d0a3ada1a0c4da8509bb5b2afcee8.mp4
渡江侦察记,http://uptt.gcwduoduo.com/v/210223/18dc79682b91674fd8455159f2e51d29.mp4
南征北战片,http://uptt.gcwduoduo.com/v/210223/5e8cf18c460614cf2f32f87c6658f963.mp4
巍巍昆仑片,http://uptt.gcwduoduo.com/v/210309/ea8d1b12289bbba99427ae43f40f1dc4.mp4
鹰爪铁布衫,http://uptt.gcwduoduo.com/webup/220710/d91f562e712e4aeb72b9c262c49c5387.mp4
咱的牛百岁,http://uptt.gcwduoduo.com/v/210309/4bbb7187077ba404dc4383e377aa6c56.mp4
桥南斯拉夫,http://uptt.gcwduoduo.com/webup/230925/ccab78d922fd87a6cd40c071f9c82c27.mp4
黎明静悄悄,http://uptt.gcwduoduo.com/webup/240111/78c29222c80361d0febffa27f19fcd42.mp4
电影夺印片,http://uptt.gcwduoduo.com/v/230831/aba64b473910e32fd9f888cedb6f388e.mp4
野火春风斗,http://uptt.gcwduoduo.com/webup/231205/2d1d972555aaa90ad75109bdca815ea2.mp4
三毛流浪记,http://uptt.gcwduoduo.com/webup/231206/c3e5037118a987d446193cc96f388ff7.mp4
电影六盘山,http://uptt.gcwduoduo.com/webup/231227/0fb8e44848747e5de508aae208ae14e3.mp4
不消逝电波,http://uptt.gcwduoduo.com/webup/231227/f2cffe2ef4799b029ba85e0857e08d9a.mp4
狼牙山五壮,http://uptt.gcwduoduo.com/webup/231227/c51ad400efe64b52e13f622155437041.mp4
电影艳阳天,http://uptt.gcwduoduo.com/webup/240106/f53c4cc527abbf694582dfb45d74fbe5.mp4
电影大刀记,http://uptt.gcwduoduo.com/v/210223/ce0069351d6c293ce422b8d04a48289f.mp4
骆驼祥子片,http://uptt.gcwduoduo.com/v/210309/cbfde6d86260b425d206463dc3a2a074.mp4
飞来的女婿,http://uptt.gcwduoduo.com/v/210309/ac18b08702a45e385e3a671d1cde177c.mp4
林海雪原片,http://uptt.gcwduoduo.com/webup/230731/89ab26a7b599cb82d0658793bbf4c0e0.mp4
铁道游击队,http://uptt.gcwduoduo.com/v/210223/10f5e91328a9412c6d22252fd0fa1e48.mp4
地道战彩色,http://uptt.gcwduoduo.com/webup/220630/31da57cc720ad1d52072c20b6c1f561c.mp4
三进山城片,http://uptt.gcwduoduo.com/webup/230619/2ab5b4d7fb1837bbde31fc67bd7158e6.mp4
电影白毛女,http://uptt.gcwduoduo.com/webup/220926/4c36b15fbfd5e21e44577a25c2bee07e.mp4
红色娘子军,http://uptt.gcwduoduo.com/webup/231229/fb714b551c0e2806b63808934bced71a.mp4
我们是八路,http://uptt.gcwduoduo.com/webup/230721/112525d2f446ac9fa8173dbd74457c53.mp4
朝鲜战争片,http://uptt.gcwduoduo.com/webup/230308/ee6e3fb3a2002fd0f369de4a86399077.mp4
电影白莲花,http://uptt.gcwduoduo.com/webup/2201002/b520601a8acf07204ad020c23539ae39.mp4
古刹的钟声,http://uptt.gcwduoduo.com/webup/230902/f616a4c128ebde5e8c441c72ee26a522.mp4
电影阿诗玛,http://uptt.gcwduoduo.com/webup/231116/6e82ba278359df213190aa7091f8f610.mp4
电影国庆颂,http://uptt.gcwduoduo.com/webup/231012/e3d068b5597887b644824ec8effc0a41.mp4
特高课行动,http://uptt.gcwduoduo.com/webup/220716/36f3af16c48aedf1486d8a5836e4b5c3.mp4
电影武林志,http://uptt.gcwduoduo.com/v/210309/fc80e4a1a4c4895719a50785d1c3b9db.mp4
三闯少林寺,http://uptt.gcwduoduo.com/webup/220716/2cddf2cb630ac4ec83248131cf559789.mp4
智斗美女蛇,http://uptt.gcwduoduo.com/webup/220726/f4a2dbccdd172369b554b526c9e31244.mp4
🏀体育,#genre#
CCTV-风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
CCTV-游戏风云,http://dassby.qqff.top:99/live/游戏风云/index.m3u8
安徽体育的频道,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
广东体育的频道,http://cdn2.132.us.kg/live/gdty/stream.m3u8
裸拳格斗的频道,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
红牛体育的频道,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
国外赛马的频道,https://racingvic-i.akamaized.net/hls/live/598695/racingvic/index1500.m3u8
🍉少儿,#genre#
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
🍀地方,#genre#
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=4400d75d2114b2db07d86eda8f8218ee&txTime=191b60ce0f6
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
西藏影视,http://php.jdshipin.com:8880/xztv.php?id=ys
浙江公共,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
🧨春晚,#genre#
一九八三晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
一九八四晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
一九八五晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
一九八六晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
一九八七晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
一九八八晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
一九八九晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
一九九零晚会,https://cdn8.yzzy-online.com/20220704/597_e0d90c37/1000k/hls/index.m3u8
一九九一晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
一九九二晚会,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
一九九三晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
一九九四晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
一九九五晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
一九九六晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
一九九七晚会,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
一九九八晚会,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
一九九九晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
二零零零晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
二零零一晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
二零零二晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
二零零三晚会,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
二零零四晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
二零零伍晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
二零零六晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
二零零七晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
二零零八晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
二零零九晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
二零一零晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
二零一一晚会,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
二零一二晚会,https://cdn8.yzzy-online.com/20220704/591_82b72f82/1000k/hls/index.m3u8
二零一三晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
二零一四晚会,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
二零一五晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
二零一六晚会,https://cdn8.yzzy-online.com/20220704/577_cda9c8d1/1000k/hls/index.m3u8
二零一七晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
二零一八晚会,https://cdn8.yzzy-online.com/20220704/610_ae5255ad/1000k/hls/index.m3u8
二零一九晚会,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
二零二零晚会,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
二零二一晚会,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
二零二二晚会,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
二零二三晚会,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
二零二四晚会,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
二零二四央网,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8
二十年赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/200808/38897155f4cc8e2ec432c6da6ed612b7.mp4
送水工赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/fff6f7161025c1ae11713e683d2b9c30.mp4
功夫饰赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/3542142ad92cdadc07142bd64b106500.mp4
做梦饰赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/190528/09564458a2fe4676cd173926ce1ca839.mp4
心病饰赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/1209e66a3006e74f1457dd5e8e9fe9f3.mp4
不差钱赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/200608/b773114a9e9256c53003410681164842.mp4
卖拐饰赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/5a1ec56a02d76955ffe0eb7dccf9ebb6.mp4
钟点工赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/190528/5caed5f5ce38824685e212d4c43a11b1.mp4
火炬手赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/40763df696920ec9aa1d09de44035aed.mp4
相亲二赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/200614/36743f68fe23782249175d1f64808e7c.mp4
非诚来扰小宝,http://gcw.bdcdn.shoujiduoduo.com/v/200611/3de0a8523cedeca73ce7e74bc1fe9bf8.mp4
捐助饰赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/947e366b1b36de91713017e63a3e1992.mp4
看病赵四出演,http://gcw.bdcdn.shoujiduoduo.com/v/201126/9eea53d9a1aee763c853560dc35b2c1f.mp4
借媳妇饰赵四,http://gcw.bdcdn.shoujiduoduo.com/201805/0236-58.mp4
花盆儿饰黄宏,http://gcw.bdcdn.shoujiduoduo.com/v/181110/4e1175ce7f85e0eb9edb836c67a580f1.mp4
考验饰演黄宏,http://gcw.bdcdn.shoujiduoduo.com/v/181110/0279270510fde1990ca158ea6cfdde60.mp4
足疗饰演黄宏,http://gcw.bdcdn.shoujiduoduo.com/v/181110/932e4ca6056d069b48604cb61d565be9.mp4
家有老爸黄宏,http://gcw.bdcdn.shoujiduoduo.com/v/181110/ee5e7ee2b066a4d463e170c1a1863fe8.mp4
美丽尴尬黄宏,http://gcw.bdcdn.shoujiduoduo.com/v/181110/1c54daa9cc39ce9c78a7d44bfc3f9c34.mp4
荆轲刺秦黄宏,http://gcw.bdcdn.shoujiduoduo.com/v/181113/28e3cb1c234cca02d62d4d8c086a2962.mp4
梦幻家园蔡明,http://gcw.bdcdn.shoujiduoduo.com/v/181110/66d7b21f0e641ed47f049538f9e2190c.mp4
老伴饰演蔡明,http://gcw.bdcdn.shoujiduoduo.com/v/181115/b18eba8bd382fb7a621316a0cb66d561.mp4
主角与配角陈,http://gcw.bdcdn.shoujiduoduo.com/v/190602/cecc93dfac902248c270e2047fcef87b.mp4
过河饰潘长江,http://gcw.bdcdn.shoujiduoduo.com/v/190528/21f13ec36f07ebbf366659673712e667.mp4
想跳就跳潘长,http://gcw.bdcdn.shoujiduoduo.com/v/181113/aaababc910056d866962535b32192525.mp4
爱情进行底潘,http://gcw.bdcdn.shoujiduoduo.com/v/181110/463576d0cc6e8e389e209f81959096cb.mp4
红娘饰演郭达,http://gcw.bdcdn.shoujiduoduo.com/v/181110/c617e1d36ae0882c0229e5007fafbe3b.mp4
合辑之赵丽蓉,http://gcw.bdcdn.shoujiduoduo.com/v/181108/2e1fc9fd43827745e6fea2260a084b53.mp4
如此包装丽蓉,http://gcw.bdcdn.shoujiduoduo.com/v/181108/fb398baef600591c7f6dab28759fa2de.mp4
功夫令赵丽蓉,http://gcw.bdcdn.shoujiduoduo.com/v/181108/5d2c9403c2cd9a830fdb929c4f3a83b0.mp4
妈妈的今天赵,http://gcw.bdcdn.shoujiduoduo.com/v/181108/3e3579906b2ca382e40f1893d75efcf2.mp4
人民战争赵丽,http://gcw.bdcdn.shoujiduoduo.com/v/191212/705b3904da37837b6eecd5168063e654.mp4
追星族赵丽蓉,http://gcw.bdcdn.shoujiduoduo.com/v/181108/8248ee730b43d8d3d62171f504e881d9.mp4
新闻人物郭冬,http://gcw.bdcdn.shoujiduoduo.com/v/181110/e05698d8d612bf17ea3765aab215d923.mp4
实诚人郭冬临,http://gcw.bdcdn.shoujiduoduo.com/v/181110/b8d1f1d806c7103169ea445635ceda0b.mp4
一句话的事郭,http://gcw.bdcdn.shoujiduoduo.com/v/181110/e710da051a4d80e1e002a881d54e431c.mp4
街头卫士句号,http://gcw.bdcdn.shoujiduoduo.com/v/181110/76e644a583674bb98d34eb32beb9a395.mp4
放心吧饰孙涛,http://gcw.bdcdn.shoujiduoduo.com/v/181115/7ee1375b52107531690081716245c6cc.mp4
今天幸福沈腾,http://gcw.bdcdn.shoujiduoduo.com/v/181113/0793de27004433ee8af3ff83808880e9.mp4
午夜电话邵峰,http://gcw.bdcdn.shoujiduoduo.com/v/181113/28077935c06d6b8b0dde8876851ebba2.mp4
瞧这俩爹冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/191218/4d87bdedbfb234e75e1663c3e36ad683.mp4
不能让他走冯,http://gcw.bdcdn.shoujiduoduo.com/v/181110/d703388b3ce487cd7cf33cde84dd73f3.mp4
小棉袄饰冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181113/331c1c937bab970e2db92ebdf859e68b.mp4
暖冬饰演冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181110/000dc8734430f4ebf98bbb5a2c89b499.mp4
旧曲新歌冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181110/8885abbd133efe0c5b16e25622e064aa.mp4
台上台下冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181110/9bcf82c49994f2cfc6c5b7196d868929.mp4
快乐老爸冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181115/ad301aed053068adf4dac5c574e50f3d.mp4
媳妇当保姆冯,http://gcw.bdcdn.shoujiduoduo.com/v/181110/0650ed5311b8750b7aa48e8c2a441b7c.mp4
小偷公司冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/190601/79eb6c60d477bbad857357a27292701a.mp4
得寸进尺冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/190528/ef362b43f33352eb8fc3553bb7dafd7f.mp4
今天倍爽冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/190226/0b48dba5348fa57ea6a7e8ed6f381aaf.mp4
穿针引线冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/191209/57406125d9144014fa834e9d25db6904.mp4
说虎冯巩刘伟,http://gcw.bdcdn.shoujiduoduo.com/v/190619/71b0469505096a077418d75bd0125758.mp4
咱们村的事冯,http://gcw.bdcdn.shoujiduoduo.com/v/181110/eae4fecae726e3dcb01122d84a5ed17e.mp4
诗词小会冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/190521/d1fc1e8da55d5568dda7b911bd1012c2.mp4
最差先生冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/190805/62aa86bafa880923c8de4aca506246d2.mp4
公交协奏曲冯,http://gcw.bdcdn.shoujiduoduo.com/v/181110/1f862c9e4c697fc45d26f094081f3fd1.mp4
马路情歌冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181110/bffe379ba1daf33e0e55dbc54b3046f6.mp4
信任饰演冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181115/951228389765200412f788be42b1f644.mp4
笑谈人生冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/181110/65f406411c638539a267ff6b28e4dc3f.mp4
生活更美好冯,http://gcw.bdcdn.shoujiduoduo.com/v/181110/7e3f3146827f13c82a7ae596aa28a302.mp4
学评书郭德纲,http://gcw.bdcdn.shoujiduoduo.com/v/191028/19c3f8c836d311a746bd0d8c1b7d7344.mp4
把兄弟郭德纲,http://gcw.bdcdn.shoujiduoduo.com/v/200514/b5a0a35ad971e1650f9062fab24dab80.mp4
合集之岳云鹏,http://gcw.bdcdn.shoujiduoduo.com/v/200628/ccd830c2530545d38b6ebbf9abac0fc7.mp4
免费电话金斗,http://gcw.bdcdn.shoujiduoduo.com/v/181110/5b6cc63c06e7e78104d62e8b391ceb0f.mp4
👁眼界,#genre#
翡翠新闻,http://61.221.215.25:8800/hls/9/index.m3u8
港翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台4K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
年代新闻,http://ali.hlspull.yximgs.com/live/23efa1a517301ec1030b8e43d7f73724.flv
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
明珠频道,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
央视,#genre#
CCTV-1综合,http://itv.liusy.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive&Contentid=1000000005000265001
CCTV-2财经,http://itv.liusy.top:35455/itv/1000000001000023315.m3u8?cdn=ystenlive&Contentid=1000000001000023315
CCTV-3综艺,http://itv.liusy.top:35455/itv/1000000005000265003.m3u8?cdn=ystenlive&Contentid=1000000005000265003
CCTV-4中文国际,http://itv.liusy.top:35455/itv/1000000005000265004.m3u8?cdn=ystenlive&Contentid=1000000005000265004
CCTV-5体育,http://itv.liusy.top:35455/itv/1000000005000025222.m3u8?cdn=ystenlive&Contentid=1000000005000025222
CCTV-5+体育赛事,http://itv.liusy.top:35455/itv/1000000005000265016.m3u8?cdn=ystenlive&Contentid=1000000005000265016
CCTV-6电影,http://itv.liusy.top:35455/itv/1000000001000001737.m3u8?cdn=ystenlive&Contentid=1000000001000001737
